"id","job_number","part_number","description","quantity","due_date","created_date","priority","status","routing","estimated_hours","customer","order_date","promised_date","outsourced_vendor","lead_days","link_material","material","routing_modified"
"1dfc465b-9607-4af8-bef3-f53500573d78","60143","PART-60143-76","Rod - Prop","1","""2025-09-10T05:00:00.000Z""","""2025-07-31T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.23,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-006"",""sequence"":1,""machineType"":""LATHE-006"",""estimatedHours"":0.38,""compatibleMachines"":[""LATHE-006""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: BARRETT PL"",""sequence"":2,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]},{""name"":""INSPECT-001"",""sequence"":3,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","0.61","VERMEER","""2025-07-31T05:00:00.000Z""","""2025-09-10T05:00:00.000Z""","BARRETT PL","14","true","CRS 1018 RND .625 X 144""","false"
"1f1e29f5-9633-4058-9927-c971e2a586c6","S60179","PART-S60179-162","Shock Mount","130","""2025-08-28T05:00:00.000Z""","""2025-08-04T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":4.43,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-002"",""sequence"":1,""machineType"":""VMC-002"",""estimatedHours"":9.17,""compatibleMachines"":[""VMC-002""]}]","13.60","STOCK","""2025-08-04T05:00:00.000Z""","""2025-08-28T05:00:00.000Z""",,,"true","HR A36 ANGLE 2.5X2.5X.375X240","false"
"1f4430e3-5644-4a8e-a47e-89344164ae57","60140","PART-60140-73","Shaft Mount","2","""2025-08-27T05:00:00.000Z""","""2025-07-30T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0.23,""compatibleMachines"":[""WJ-001""]},{""name"":""TAP-001"",""sequence"":1,""machineType"":""TAP-001"",""estimatedHours"":0.05,""compatibleMachines"":[""TAP-001""]},{""name"":""VMC-002"",""sequence"":2,""machineType"":""VMC-002"",""estimatedHours"":0.88,""compatibleMachines"":[""VMC-002""]}]","1.16","NCS INC","""2025-07-30T05:00:00.000Z""","""2025-08-27T05:00:00.000Z""",,,"true","AL 6061 SHEET 1.0 48 X 96","false"
"1fe2a8ac-44b6-41ee-9fd0-b3535719e297","60122","PART-60122-57","Adaptor #15","12","""2025-09-02T05:00:00.000Z""","""2025-07-30T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.15,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-001"",""sequence"":1,""machineType"":""LATHE-001"",""estimatedHours"":2.6,""compatibleMachines"":[""LATHE-001""]},{""name"":""VMC-002"",""sequence"":2,""machineType"":""VMC-002"",""estimatedHours"":1.55,""compatibleMachines"":[""VMC-002""]},{""name"":""INSPECT-001"",""sequence"":3,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","4.30","MAREL POUL","""2025-07-30T05:00:00.000Z""","""2025-09-02T05:00:00.000Z""",,,"true","SS 303 RND 1.0 X 12 FT","false"
"21d304c4-1916-4064-b26d-1cd99ee64eb5","60157","PART-60157-88","TT Thermocouple Cover","2","""2025-08-29T05:00:00.000Z""","""2025-07-31T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.32,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-002"",""sequence"":1,""machineType"":""VMC-002"",""estimatedHours"":2.67,""compatibleMachines"":[""VMC-002""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","2.99","ACCU MOLD","""2025-07-31T05:00:00.000Z""","""2025-08-29T05:00:00.000Z""",,,"true","DELRIN BLK REC 1.5"" X 1.5"" X 12""","false"
"2498eae4-d0cc-4e88-8999-9687e259bad0","60119","PART-60119-55","Handle-Shaft Lock","22","""2025-08-29T05:00:00.000Z""","""2025-07-30T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.15,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-003"",""sequence"":1,""machineType"":""LATHE-003"",""estimatedHours"":2.79,""compatibleMachines"":[""LATHE-003""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","2.94","MAREL POUL","""2025-07-30T05:00:00.000Z""","""2025-08-29T05:00:00.000Z""",,,"true","SS 303 RND .625 X 12FT","false"
"25cabbd2-a002-45b6-95fc-91970ac40202","60221","PART-60221-130","Housing Weldment-Bearing-L","2","""2025-09-02T05:00:00.000Z""","""2025-08-06T05:00:00.000Z""","Normal","Scheduled","[{""name"":""WELD-001"",""sequence"":0,""machineType"":""WELD-001"",""estimatedHours"":1.58,""compatibleMachines"":[""WELD-001""]},{""name"":""VMC-004"",""sequence"":1,""machineType"":""VMC-004"",""estimatedHours"":1.82,""compatibleMachines"":[""VMC-004""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","3.40","MAREL POUL","""2025-08-06T05:00:00.000Z""","""2025-09-02T05:00:00.000Z""",,,"true","97395A535","false"
"2718da04-3e93-49f3-935b-cf6ee41ee378","60080","PART-60080-26","Plate Motor","2","""2025-08-27T05:00:00.000Z""","""2025-07-23T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0.58,""compatibleMachines"":[""WJ-001""]},{""name"":""BENDING-001"",""sequence"":1,""machineType"":""BENDING-001"",""estimatedHours"":0.83,""compatibleMachines"":[""BENDING-001""]},{""name"":""WELD-001"",""sequence"":2,""machineType"":""WELD-001"",""estimatedHours"":1,""compatibleMachines"":[""WELD-001""]},{""name"":""BLAST-001"",""sequence"":3,""machineType"":""BLAST-001"",""estimatedHours"":0.33,""compatibleMachines"":[""BLAST-001""]},{""name"":""INSPECT-001"",""sequence"":4,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","2.74","MAREL POUL","""2025-07-23T05:00:00.000Z""","""2025-08-27T05:00:00.000Z""",,,"true","91828A410","false"
"274adfc1-4f33-4a30-9b35-724969c5094b","60230","PART-60230-137","Shaft","32","""2025-09-02T05:00:00.000Z""","""2025-08-06T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.63,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-006"",""sequence"":1,""machineType"":""LATHE-006"",""estimatedHours"":22.58,""compatibleMachines"":[""LATHE-006""]},{""name"":""VMC-002"",""sequence"":2,""machineType"":""VMC-002"",""estimatedHours"":4.23,""compatibleMachines"":[""VMC-002""]}]","27.44","MAREL POUL","""2025-08-06T05:00:00.000Z""","""2025-09-02T05:00:00.000Z""",,,"true","SS 304 RND .688 X 144","false"
"282eb06b-fe23-4419-afad-9f0a20cef1e2","60227","PART-60227-134","Screw-Slotted Round","1","""2025-09-03T05:00:00.000Z""","""2025-08-06T05:00:00.000Z""","Normal","Scheduled","[{""name"":""OUTSOURCE"",""notes"":""Outsourced to: GERARD"",""sequence"":0,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]},{""name"":""INSPECT-001"",""sequence"":1,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","0.00","MAREL POUL","""2025-08-06T05:00:00.000Z""","""2025-09-03T05:00:00.000Z""","GERARD","14","true","9739734","false"
"375e5c74-87ab-4b7e-a8b2-6d0f41bbad8d","60243","PART-60243-145","Roller Drive Conv-14 in","5","""2025-09-04T05:00:00.000Z""","""2025-08-07T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.67,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-001"",""sequence"":1,""machineType"":""LATHE-001"",""estimatedHours"":14.75,""compatibleMachines"":[""LATHE-001""]}]","15.42","MAREL POUL","""2025-08-07T05:00:00.000Z""","""2025-09-04T05:00:00.000Z""",,,"true","SS 303 SQ BAR 1.5 12FT","false"
"37602348-a616-44f5-a5c1-7312a9bc4204","60238","PART-60238-143","Plate","5","""2025-09-04T05:00:00.000Z""","""2025-08-07T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0.92,""compatibleMachines"":[""WJ-001""]},{""name"":""TUMBLE-001"",""sequence"":1,""machineType"":""TUMBLE-001"",""estimatedHours"":0.5,""compatibleMachines"":[""TUMBLE-001""]}]","1.42","MAREL POUL","""2025-08-07T05:00:00.000Z""","""2025-09-04T05:00:00.000Z""",,,"true","SS 304 SHEET 11GA 48 X 96","false"
"395cf50b-c8fb-40a7-99eb-bda85c932914","60066","PART-60066-18","xl top cooling block","4","""2025-09-02T05:00:00.000Z""","""2025-07-23T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.52,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-004"",""sequence"":1,""machineType"":""VMC-004"",""estimatedHours"":2.83,""compatibleMachines"":[""VMC-004""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","3.35","ACCU MOLD","""2025-07-23T05:00:00.000Z""","""2025-09-02T05:00:00.000Z""",,,"true","SS 304 REC 1.25"" X 3"" X 44.5""","false"
"39c727f2-5b92-41ef-8485-4cbc2e8818e3","60184","PART-60184-108","Pump Top-Low/std/ High capacit","9","""2025-09-16T05:00:00.000Z""","""2025-08-04T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":1.25,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-006"",""sequence"":1,""machineType"":""LATHE-006"",""estimatedHours"":4,""compatibleMachines"":[""LATHE-006""]},{""name"":""HMC-002"",""sequence"":2,""machineType"":""HMC-002"",""estimatedHours"":7,""compatibleMachines"":[""HMC-002""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: LTL CO."",""sequence"":3,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]},{""name"":""INSPECT-001"",""sequence"":4,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","12.25","MAREL POUL","""2025-08-04T05:00:00.000Z""","""2025-09-16T05:00:00.000Z""","LTL CO.","14","true","SS 303 RND 6.25 X144","false"
"3f6b24fd-a4ba-47ab-a5ba-f17c85f3c5fb","60110","PART-60110-49","Slide Bar/Wiper","1","""2025-08-26T05:00:00.000Z""","""2025-07-29T05:00:00.000Z""","Normal","Scheduled","[{""name"":""VMC-004"",""sequence"":0,""machineType"":""VMC-004"",""estimatedHours"":0.5,""compatibleMachines"":[""VMC-004""]}]","0.50","NCS INC","""2025-07-29T05:00:00.000Z""","""2025-08-26T05:00:00.000Z""",,,"true","17138-001","false"
"40e47fba-0616-424d-a47e-f4d7fbee98aa","60128","PART-60128-61","Mounting","5","""2025-08-25T05:00:00.000Z""","""2025-07-30T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.24,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-002"",""sequence"":1,""machineType"":""VMC-002"",""estimatedHours"":1.83,""compatibleMachines"":[""VMC-002""]}]","2.07","MAREL POUL","""2025-07-30T05:00:00.000Z""","""2025-08-25T05:00:00.000Z""",,,"true","DELRIN WHITE 500 1""X1""X48""","false"
"41236f7d-cfcb-492e-86fb-ce62604fd1ca","60085","PART-60085-30","Strip","24","""2025-08-27T05:00:00.000Z""","""2025-07-23T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":2.65,""compatibleMachines"":[""WJ-001""]},{""name"":""BLAST-001"",""sequence"":1,""machineType"":""BLAST-001"",""estimatedHours"":2,""compatibleMachines"":[""BLAST-001""]},{""name"":""VMC-004"",""sequence"":2,""machineType"":""VMC-004"",""estimatedHours"":2.35,""compatibleMachines"":[""VMC-004""]}]","7.00","MAREL POUL","""2025-07-23T05:00:00.000Z""","""2025-08-27T05:00:00.000Z""",,,"true","SS 304L PLATE .25  48 X 96","false"
"4130c50a-ade5-4bcc-9480-fd535ef0bcf8","S60205","PART-S60205-165","BEARING/UHMW,1.92 BORE,2"",2BLT","18","""2025-11-03T06:00:00.000Z""","""2025-08-05T05:00:00.000Z""","Normal","Scheduled","[{""name"":""VMC-002"",""sequence"":0,""machineType"":""VMC-002"",""estimatedHours"":2.22,""compatibleMachines"":[""VMC-002""]}]","2.22","STOCK","""2025-08-05T05:00:00.000Z""","""2025-11-03T06:00:00.000Z""",,,"true","UHMW WHITE 2 X 4 X 4","false"
"43a28cc4-eb5f-4e11-82b1-2a4f455151bb","60173","PART-60173-101","Filter","2","""2025-08-28T05:00:00.000Z""","""2025-08-04T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0.43,""compatibleMachines"":[""WJ-001""]}]","0.43","MAREL POUL","""2025-08-04T05:00:00.000Z""","""2025-08-28T05:00:00.000Z""",,,"true","3671T14","false"
"44fdf352-7eef-4a5a-b8a2-281152146e44","60154","PART-60154-86","Wear Plate","1","""2025-09-04T05:00:00.000Z""","""2025-07-31T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0.83,""compatibleMachines"":[""WJ-001""]},{""name"":""INSPECT-001"",""sequence"":1,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","0.83","SACMI USA","""2025-07-31T05:00:00.000Z""","""2025-09-04T05:00:00.000Z""",,,"true","CUSTOMER PROVIDED","false"
"45735eaf-de92-435f-9677-7be63335ed8c","60113","PART-60113-51","Wheel Casting/Idler with Jam N","1","""2025-08-26T05:00:00.000Z""","""2025-07-29T05:00:00.000Z""","Normal","Scheduled","[{""name"":""ASSEMBLE-001"",""sequence"":0,""machineType"":""ASSEMBLE-001"",""estimatedHours"":0,""compatibleMachines"":[""ASSEMBLE-001""]}]","0.00","NCS INC","""2025-07-29T05:00:00.000Z""","""2025-08-26T05:00:00.000Z""",,,"true","10719-004","false"
"49457085-3874-4a74-8336-41d0374e0c82","60233","PART-60233-139","Ring Spacer Finished","400","""2025-09-25T05:00:00.000Z""","""2025-08-06T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":6.77,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-003"",""sequence"":1,""machineType"":""LATHE-003"",""estimatedHours"":7.76,""compatibleMachines"":[""LATHE-003""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: A-1 LAPPIN"",""sequence"":2,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]}]","14.53","MAREL POUL","""2025-08-06T05:00:00.000Z""","""2025-09-25T05:00:00.000Z""","A-1 LAPPIN","20","true","SS 303 RND 1.312 12FT","false"
"49d8aeed-95f4-4688-8916-37a9f0fd273f","60049","PART-60049-15","Material Feed","5","""2025-08-28T05:00:00.000Z""","""2025-07-22T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.45,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-006"",""sequence"":1,""machineType"":""LATHE-006"",""estimatedHours"":0.83,""compatibleMachines"":[""LATHE-006""]},{""name"":""VMC-002"",""sequence"":2,""machineType"":""VMC-002"",""estimatedHours"":1.25,""compatibleMachines"":[""VMC-002""]}]","2.53","ACCU MOLD","""2025-07-22T05:00:00.000Z""","""2025-08-28T05:00:00.000Z""",,,"true","SS 304 RND 1.5 12FT","false"
"4a6e85d0-acfa-473e-9d70-b7516478db74","60047","PART-60047-14","Plate","35","""2025-08-29T05:00:00.000Z""","""2025-07-22T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0,""compatibleMachines"":[""WJ-001""]},{""name"":""BENDING-001"",""sequence"":1,""machineType"":""BENDING-001"",""estimatedHours"":0,""compatibleMachines"":[""BENDING-001""]},{""name"":""VMC-001"",""sequence"":2,""machineType"":""VMC-001"",""estimatedHours"":0,""compatibleMachines"":[""VMC-001""]},{""name"":""TUMBLE-001"",""sequence"":3,""machineType"":""TUMBLE-001"",""estimatedHours"":0,""compatibleMachines"":[""TUMBLE-001""]},{""name"":""OUTSOURCE"",""notes"":""Outsourced to: ADV PLATIN"",""sequence"":4,""machineType"":""OUTSOURCE"",""operationType"":""OUTSOURCE"",""estimatedHours"":0,""compatibleMachines"":[""OUTSOURCE-01""]},{""name"":""INSPECT-001"",""sequence"":5,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","0.00","MAREL INC","""2025-07-22T05:00:00.000Z""","""2025-08-29T05:00:00.000Z""","ADV PLATIN","3","true","SS 304L PLATE 16 GA  48 X 96","false"
"4cdedf4b-4fa1-445c-8dc2-e735186acf38","60107","PART-60107-46","Bar pivot","1","""2025-09-17T05:00:00.000Z""","""2025-07-28T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.1,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-003"",""sequence"":1,""machineType"":""LATHE-003"",""estimatedHours"":0.5,""compatibleMachines"":[""LATHE-003""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","0.60","VERMEER","""2025-07-28T05:00:00.000Z""","""2025-09-17T05:00:00.000Z""",,,"true","296454967","false"
"4d8dfd55-566b-4f27-800e-bbdb75c501ed","60111","PART-60111-50","Strip","4","""2025-09-02T05:00:00.000Z""","""2025-07-29T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":0.72,""compatibleMachines"":[""WJ-001""]},{""name"":""BLAST-001"",""sequence"":1,""machineType"":""BLAST-001"",""estimatedHours"":0.33,""compatibleMachines"":[""BLAST-001""]},{""name"":""VMC-004"",""sequence"":2,""machineType"":""VMC-004"",""estimatedHours"":1.22,""compatibleMachines"":[""VMC-004""]},{""name"":""INSPECT-001"",""sequence"":3,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","2.27","MAREL POUL","""2025-07-29T05:00:00.000Z""","""2025-09-02T05:00:00.000Z""",,,"true","SS 304L PLATE .25  48 X 96","false"
"4dcfc023-b2f3-4213-8fbd-22b87fea72f0","S60058","PART-S60058-155","Wheel Casting/Drive Axle","50","""2025-10-08T05:00:00.000Z""","""2025-07-22T05:00:00.000Z""","Normal","Scheduled","[{""name"":""ASSEMBLE-001"",""sequence"":0,""machineType"":""ASSEMBLE-001"",""estimatedHours"":3.01,""compatibleMachines"":[""ASSEMBLE-001""]}]","3.01","STOCK","""2025-07-22T05:00:00.000Z""","""2025-10-08T05:00:00.000Z""",,,"true","11437-002 MACHINED CASTING","false"
"5275db2f-4b39-449e-aed0-1025c017704f","60220","PART-60220-129","Drive Roller-Infeed 26""","1","""2025-09-03T05:00:00.000Z""","""2025-08-06T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.16,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-001"",""sequence"":1,""machineType"":""LATHE-001"",""estimatedHours"":1.99,""compatibleMachines"":[""LATHE-001""]},{""name"":""VMC-001"",""sequence"":2,""machineType"":""VMC-001"",""estimatedHours"":1.2400000000000002,""compatibleMachines"":[""VMC-001""]}]","3.39","MAREL POUL","""2025-08-06T05:00:00.000Z""","""2025-09-03T05:00:00.000Z""",,,"true","SS 303 SQ BAR 1.5 12FT","false"
"52f79a76-102b-49bc-8b36-99ca63aa75b9","60103","PART-60103-43","Bracket 2.875in Tube IMG Standard Cap Plate","1000","""2025-09-03T05:00:00.000Z""","""2025-07-28T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""HMC-002"",""sequence"":0,""machineType"":""HMC-002"",""estimatedHours"":21.33,""compatibleMachines"":[""HMC-002""]},{""name"":""INSPECT-001"",""sequence"":1,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","21.33","GRIPTITE","""2025-07-28T05:00:00.000Z""","""2025-09-03T05:00:00.000Z""",,,"true","CUSTOMER PROVIDED","false"
"53304e5b-681a-406b-874e-19cb4fdc885d","60199","PART-60199-122","Adaptor #12","25","""2025-09-10T05:00:00.000Z""","""2025-08-05T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.15,""compatibleMachines"":[""SAW-001""]},{""name"":""LATHE-001"",""sequence"":1,""machineType"":""LATHE-001"",""estimatedHours"":7.75,""compatibleMachines"":[""LATHE-001""]},{""name"":""VMC-004"",""sequence"":2,""machineType"":""VMC-004"",""estimatedHours"":1.75,""compatibleMachines"":[""VMC-004""]},{""name"":""INSPECT-001"",""sequence"":3,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","9.65","MAREL POUL","""2025-08-05T05:00:00.000Z""","""2025-09-10T05:00:00.000Z""",,,"true","SS 303 RND 1.0 X 12 FT","false"
"54c0dcbd-ee6f-4ba6-ba3a-4660d15590a0","60161","PART-60161-92","Collar/ shaft Split 3/8"" Modified (complete)","40","""2025-08-28T05:00:00.000Z""","""2025-07-31T05:00:00.000Z""","Normal","Scheduled","[{""name"":""VMC-004"",""sequence"":0,""machineType"":""VMC-004"",""estimatedHours"":2.83,""compatibleMachines"":[""VMC-004""]}]","2.83","NCS INC","""2025-07-31T05:00:00.000Z""","""2025-08-28T05:00:00.000Z""",,,"true","6436K33","false"
"5a87fb38-9b40-498c-803c-194f7143e706","S60202","PART-S60202-164","Slide Bar/Wiper","10","""2025-11-04T06:00:00.000Z""","""2025-08-05T05:00:00.000Z""","Normal","Scheduled","[{""name"":""VMC-004"",""sequence"":0,""machineType"":""VMC-004"",""estimatedHours"":1.33,""compatibleMachines"":[""VMC-004""]}]","1.33","STOCK","""2025-08-05T05:00:00.000Z""","""2025-11-04T06:00:00.000Z""",,,"true","UHMW WHT FLT .375X1.437X85.5""","false"
"5d2ed87c-1e1b-40aa-93fe-0df1bb6f2e52","60095","PART-60095-37","Cam Plate","12","""2025-08-27T05:00:00.000Z""","""2025-07-24T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.4,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-003"",""sequence"":1,""machineType"":""VMC-003"",""estimatedHours"":2.4,""compatibleMachines"":[""VMC-003""]}]","2.80","MAREL POUL","""2025-07-24T05:00:00.000Z""","""2025-08-27T05:00:00.000Z""",,,"true","SS 17-4 REC .625 X 1.5 X 144","false"
"5d719c96-01cd-4b45-8801-250678780228","60037","PART-60037-8","Roller-Tooth SK 15-20in Raw","50","""2025-08-25T05:00:00.000Z""","""2025-07-21T05:00:00.000Z""","Normal","Scheduled","[{""name"":""LATHE-005"",""sequence"":0,""machineType"":""LATHE-005"",""estimatedHours"":8.58,""compatibleMachines"":[""LATHE-005""]},{""name"":""LATHE-005"",""sequence"":1,""machineType"":""LATHE-005"",""estimatedHours"":7.75,""compatibleMachines"":[""LATHE-005""]},{""name"":""LATHE-005"",""sequence"":2,""machineType"":""LATHE-005"",""estimatedHours"":5.25,""compatibleMachines"":[""LATHE-005""]},{""name"":""LATHE-005"",""sequence"":3,""machineType"":""LATHE-005"",""estimatedHours"":8.83,""compatibleMachines"":[""LATHE-005""]}]","30.41","MAREL POUL","""2025-07-21T05:00:00.000Z""","""2025-08-25T05:00:00.000Z""",,,"true","SS 303 RND 3.125 X 30.83","false"
"5f467966-05c1-470b-8160-bd3b9a322017","S60196","PART-S60196-163","BEARING/UHMW,1.92 BORE,2"",2BLT","20","""2025-08-28T05:00:00.000Z""","""2025-08-05T05:00:00.000Z""","Normal","Scheduled","[{""name"":""VMC-002"",""sequence"":0,""machineType"":""VMC-002"",""estimatedHours"":2.35,""compatibleMachines"":[""VMC-002""]}]","2.35","STOCK","""2025-08-05T05:00:00.000Z""","""2025-08-28T05:00:00.000Z""",,,"true","UHMW WHITE 2 X 4 X 4","false"
"5f6d3056-a4fb-4d41-af76-e3d224af4c6c","60186","PART-60186-110","A-H STAB LOWER SKIN","1","""2025-08-15T05:00:00.000Z""","""2025-08-04T05:00:00.000Z""","Normal","Unscheduled","[{""name"":""WJ-001"",""sequence"":0,""machineType"":""WJ-001"",""estimatedHours"":1.33,""compatibleMachines"":[""WJ-001""]},{""name"":""REAM-001"",""sequence"":1,""machineType"":""REAM-001"",""estimatedHours"":1.75,""compatibleMachines"":[""REAM-001""]},{""name"":""INSPECT-001"",""sequence"":2,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]},{""name"":""ASSEMBLE-001"",""sequence"":3,""machineType"":""ASSEMBLE-001"",""estimatedHours"":1.17,""compatibleMachines"":[""ASSEMBLE-001""]},{""name"":""INSPECT-001"",""sequence"":4,""machineType"":""INSPECT-001"",""estimatedHours"":0,""compatibleMachines"":[""INSPECT-001""]}]","4.25","MDM-MFG","""2025-08-04T05:00:00.000Z""","""2025-08-15T05:00:00.000Z""",,,"true","ALUM 6061 SHT .25 X 48""X96""","false"
"626a3d4e-4612-422a-9d80-a81848efb322","60115","PART-60115-53","Plate Cylinder Pivot","16","""2025-09-22T05:00:00.000Z""","""2025-07-29T05:00:00.000Z""","Normal","Scheduled","[{""name"":""SAW-001"",""sequence"":0,""machineType"":""SAW-001"",""estimatedHours"":0.73,""compatibleMachines"":[""SAW-001""]},{""name"":""VMC-004"",""sequence"":1,""machineType"":""VMC-004"",""estimatedHours"":5,""compatibleMachines"":[""VMC-004""]}]","5.73","VERMEER","""2025-07-29T05:00:00.000Z""","""2025-09-22T05:00:00.000Z""",,,"true","1018 REC BAR 1.25""X2""X144""","false"
