Job,Customer,Est_Required_Qty,AMT Workcenter & Vendor,Vendor,Lead_Days,Order_Date,Promised_Date,Est Total Hours,Link_Material,Status,Material
58607,MAREL POUL,275,A-1 LAPPIN,A-1 LAPPIN,20,3/12/2025 0:00,8/20/2025 0:00,0,,Active,9746208
58607,MAREL POUL,275,A-1 LAPPIN,A-1 LAPPIN,20,3/12/2025 0:00,8/20/2025 0:00,0,,Active,SS 303 RND 1.0 X 12 FT
59271,MAREL POUL,0,A-1 LAPPIN,A-1 LAPPIN,21,5/6/2025 0:00,6/12/2025 0:00,0,,Closed,9826221
59342,MAREL POUL,0,A-1 LAPPIN,A-1 LAPPIN,21,5/12/2025 0:00,7/3/2025 0:00,0,,Closed,9799620
59545,MAREL POUL,0,A-1 LAPPIN,A-1 LAPPIN,16,6/4/2025 0:00,7/2/2025 0:00,0,,Closed,9837700
59545,MAREL POUL,0,A-1 LAPPIN,A-1 LAPPIN,16,6/4/2025 0:00,7/2/2025 0:00,0,,Closed,SS 304 SHT .089 X 24 X 48
59702,MAREL POUL,114,A-1 LAPPIN,A-1 LAPPIN,14,6/12/2025 0:00,7/11/2025 0:00,0,,Closed,SS 303 RND 1.5  12FT
59702R,MAREL POUL,114,A-1 LAPPIN,A-1 LAPPIN,14,7/17/2025 0:00,7/31/2025 0:00,0,,Closed,SS 303 RND 1.5  12FT
59707,MAREL POUL,400,A-1 LAPPIN,A-1 LAPPIN,20,6/12/2025 0:00,8/8/2025 0:00,0,,Active,SS 303 RND 1.312 12FT
59779,MAREL POUL,0,A-1 LAPPIN,A-1 LAPPIN,21,6/23/2025 0:00,8/8/2025 0:00,0,,Active,9746207
59882,MAREL POUL,0,A-1 LAPPIN,A-1 LAPPIN,20,7/7/2025 0:00,8/4/2025 0:00,0,,Active,9800344
59891,MAREL POUL,400,A-1 LAPPIN,A-1 LAPPIN,20,7/7/2025 0:00,8/11/2025 0:00,0,,Active,SS 303 RND 1.0 X 12 FT
59893,MAREL POUL,0,A-1 LAPPIN,A-1 LAPPIN,21,7/7/2025 0:00,8/11/2025 0:00,0,,Active,9837674
60087,MAREL POUL,5,ADV HEAT T,ADV HEAT T,10,7/23/2025 0:00,9/2/2025 0:00,0,,Active,SS 304 BRG STK 1.3779 X 144
58351,MAREL POUL,5,ADV PLATIN,ADV PLATIN,3,2/19/2025 0:00,6/24/2025 0:00,0,,Closed,SS 316 HEX .750 X 144
58352,MAREL POUL,5,ADV PLATIN,ADV PLATIN,3,2/19/2025 0:00,6/24/2025 0:00,0,,Closed,SS 316 HEX .750 X 144
58464,MAREL POUL,15,ADV PLATIN,ADV PLATIN,4,3/3/2025 0:00,6/13/2025 0:00,0,,Closed,SS 17-4 REC .625 X 1.5 X 144
58500,MAREL POUL,250,ADV PLATIN,ADV PLATIN,4,3/6/2025 0:00,6/2/2025 0:00,0,,Closed,SS 17-4 REC .625 X 1.5 X 144
58550,MAREL POUL,15,ADV PLATIN,ADV PLATIN,4,3/10/2025 0:00,5/1/2025 0:00,0,,Closed,SS 17-4 REC .625 X 1.5 X 144
58853,MAREL POUL,19,ADV PLATIN,ADV PLATIN,3,4/1/2025 0:00,6/18/2025 0:00,0,,Closed,9847171
59064,MAREL POUL,200,ADV PLATIN,ADV PLATIN,4,4/21/2025 0:00,5/19/2025 0:00,0,,Closed,SS 17-4 REC .625 X 1.5 X 144
59104,MAREL POUL,250,ADV PLATIN,ADV PLATIN,4,4/23/2025 0:00,5/23/2025 0:00,0,,Closed,SS 17-4 REC .625 X 1.5 X 144
59360,MAREL POUL,2,ADV PLATIN,ADV PLATIN,3,5/13/2025 0:00,6/25/2025 0:00,0,,Closed,SS 304 SHEET 14 GA 48 X 96
59429,BW CONVERT,2,ADV PLATIN,ADV PLATIN,3,5/19/2025 0:00,7/16/2025 0:00,0,,Closed,8910K772
59430,BW CONVERT,2,ADV PLATIN,ADV PLATIN,3,5/19/2025 0:00,7/16/2025 0:00,0,,Closed,8910K82
59434,BW CONVERT,4,ADV PLATIN,ADV PLATIN,3,5/19/2025 0:00,7/16/2025 0:00,0,,Closed,8910K765
59435,BW CONVERT,2,ADV PLATIN,ADV PLATIN,3,5/19/2025 0:00,7/16/2025 0:00,0,,Closed,8910K772
59583,MAREL POUL,200,ADV PLATIN,ADV PLATIN,4,6/5/2025 0:00,7/7/2025 0:00,0,,Closed,SS 17-4 REC .625 X 1.5 X 144
59584,MAREL POUL,550,ADV PLATIN,ADV PLATIN,4,6/5/2025 0:00,7/21/2025 0:00,0,,Closed,SS 17-4 REC .625 X 1.5 X 144
59638,MAREL POUL,1,ADV PLATIN,ADV PLATIN,7,6/9/2025 0:00,7/7/2025 0:00,0,,Closed,SS 304L PLATE .25  48 X 96
59765,MAREL POUL,250,ADV PLATIN,ADV PLATIN,4,6/19/2025 0:00,7/24/2025 0:00,0,,Closed,SS 17-4 REC .625 X 1.5 X 144
59787,MAREL POUL,1,ADV PLATIN,ADV PLATIN,7,6/23/2025 0:00,7/18/2025 0:00,0,,Closed,SS 304L PLATE .25  48 X 96
59832,MAREL POUL,250,ADV PLATIN,ADV PLATIN,4,6/27/2025 0:00,7/29/2025 0:00,0,,Closed,SS 17-4 REC .625 X 1.5 X 144
59833,MAREL POUL,200,ADV PLATIN,ADV PLATIN,4,6/27/2025 0:00,7/29/2025 0:00,0,,Closed,SS 17-4 REC .625 X 1.5 X 144
59880,MAREL POUL,14,ADV PLATIN,ADV PLATIN,3,7/7/2025 0:00,8/6/2025 0:00,0,,Active,SS 304L PLATE 16 GA  48 X 96
59894,MAREL POUL,250,ADV PLATIN,ADV PLATIN,4,7/7/2025 0:00,8/11/2025 0:00,0,,Active,SS 17-4 REC .625 X 1.5 X 144
59895,MAREL POUL,250,ADV PLATIN,ADV PLATIN,4,7/7/2025 0:00,8/11/2025 0:00,0,,Active,SS 17-4 REC .625 X 1.5 X 144
59974,MAREL POUL,550,ADV PLATIN,ADV PLATIN,4,7/14/2025 0:00,8/11/2025 0:00,0,,Active,SS 17-4 REC .625 X 1.5 X 144
60088,MAREL POUL,20,ADV PLATIN,ADV PLATIN,7,7/23/2025 0:00,8/19/2025 0:00,0,,Active,SS 304 BRG STK RND 20MM X 144
58600,MAREL POUL,10,ASSEMBLE-001,,0,3/12/2025 0:00,6/13/2025 0:00,0.17,TRUE,Closed,9715686
58600,MAREL POUL,10,ASSEMBLE-001,,0,3/12/2025 0:00,6/13/2025 0:00,0.17,TRUE,Closed,SS 303 RND 1.25 X 12 FT
58606,MAREL POUL,15,ASSEMBLE-001,,0,3/12/2025 0:00,6/2/2025 0:00,0,TRUE,Closed,SS 303 BRG STK RND .75 X 144
58799,VERMEER,5,ASSEMBLE-001,,0,3/26/2025 0:00,5/16/2025 0:00,0.58,TRUE,Closed,CF 1018 RND .25 X 144
58973,MAREL POUL,9,ASSEMBLE-001,,0,4/10/2025 0:00,6/24/2025 0:00,1,TRUE,Closed,SS 304 SHEET 14 GA 48 X 96
59015,VERMEER,16,ASSEMBLE-001,,0,4/15/2025 0:00,6/10/2025 0:00,1.3,TRUE,Closed,HR SHEET 14 GA 48 X 96
59020,VERMEER,8,ASSEMBLE-001,,0,4/15/2025 0:00,7/21/2025 0:00,0.78,TRUE,Closed,CF 1018 RND .25 X 144
59045,MAREL POUL,10,ASSEMBLE-001,,0,4/17/2025 0:00,6/5/2025 0:00,6.3,TRUE,Closed,MCMASTER BOLT X6G
59139,MAREL POUL,1,ASSEMBLE-001,,0,4/29/2025 0:00,5/28/2025 0:00,0.22,TRUE,Closed,SS 304 SHEET 14 GA 48 X 96
59155,MAREL POUL,40,ASSEMBLE-001,,0,4/29/2025 0:00,7/23/2025 0:00,1,TRUE,Closed,9715034
59155,MAREL POUL,40,ASSEMBLE-001,,0,4/29/2025 0:00,7/23/2025 0:00,1,TRUE,Closed,SS 303 RND .75 12FT
59158,MAREL POUL,1,ASSEMBLE-001,,0,4/29/2025 0:00,6/26/2025 0:00,0.22,TRUE,Closed,SS 304 SHEET 14 GA 48 X 96
59284,MAREL POUL,4,ASSEMBLE-001,,0,5/6/2025 0:00,6/12/2025 0:00,0.27,TRUE,Closed,SS 304 SHEET 14 GA 48 X 96
59360,MAREL POUL,2,ASSEMBLE-001,,0,5/13/2025 0:00,6/25/2025 0:00,0.58,TRUE,Closed,SS 304 SHEET 14 GA 48 X 96
59380,MAREL POUL,3,ASSEMBLE-001,,0,5/14/2025 0:00,6/10/2025 0:00,0.35,TRUE,Closed,CUSTOMER PROVIDED
59383,BRIDGE AME,0,ASSEMBLE-001,,0,5/15/2025 0:00,6/13/2025 0:00,0.5,TRUE,Closed,A2 TOOL STL .094 X 3.5 X 72
59383,BRIDGE AME,0,ASSEMBLE-001,,0,5/15/2025 0:00,6/13/2025 0:00,0.5,TRUE,Closed,KNIVE0699-203
59452,MAREL POUL,4,ASSEMBLE-001,,0,5/20/2025 0:00,6/17/2025 0:00,0.58,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59517,MAREL POUL,12,ASSEMBLE-001,,0,5/30/2025 0:00,7/7/2025 0:00,0.4,TRUE,Closed,9715034
59517,MAREL POUL,12,ASSEMBLE-001,,0,5/30/2025 0:00,7/7/2025 0:00,0.4,TRUE,Closed,SS 303 RND .875  12FT
59518,NCS INC,20,ASSEMBLE-001,,0,5/30/2025 0:00,6/26/2025 0:00,1.58,TRUE,Closed,SS 304 SHT .179 X 60 X 120
59683,MAREL POUL,2,ASSEMBLE-001,,0,6/11/2025 0:00,7/9/2025 0:00,0.5,TRUE,Closed,10154-05118`
59683,MAREL POUL,2,ASSEMBLE-001,,0,6/11/2025 0:00,7/9/2025 0:00,0.5,TRUE,Closed,JO12050
59716,MAREL POUL,2,ASSEMBLE-001,,0,6/13/2025 0:00,7/14/2025 0:00,0.5,TRUE,Closed,10154-05118`
59716,MAREL POUL,2,ASSEMBLE-001,,0,6/13/2025 0:00,7/14/2025 0:00,0.5,TRUE,Closed,JO12050
59847,MAREL POUL,6,ASSEMBLE-001,,0,7/1/2025 0:00,7/28/2025 0:00,0.6,TRUE,Closed,CUSTOMER PROVIDED
59892,KATECHO IN,2,ASSEMBLE-001,,0,7/7/2025 0:00,8/4/2025 0:00,0.5,TRUE,Active,92220A213
59892,KATECHO IN,2,ASSEMBLE-001,,0,7/7/2025 0:00,8/4/2025 0:00,0.5,TRUE,Active,9435K740
59892,KATECHO IN,2,ASSEMBLE-001,,0,7/7/2025 0:00,8/4/2025 0:00,0.5,TRUE,Active,96006A617
59892,KATECHO IN,2,ASSEMBLE-001,,0,7/7/2025 0:00,8/4/2025 0:00,0.5,TRUE,Active,98381A436
S58587,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,5/28/2025 0:00,3.1,TRUE,Closed,10975-005 SHAFT
S58587,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,5/28/2025 0:00,3.1,TRUE,Closed,11437-002 MACHINED CASTING
S58587,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,5/28/2025 0:00,3.1,TRUE,Closed,AMT JAM NUT
S58587,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,5/28/2025 0:00,3.1,TRUE,Closed,AMT KEY
S58587,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,5/28/2025 0:00,3.1,TRUE,Closed,AMT LTL
S58588,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,6/25/2025 0:00,3.1,TRUE,Closed,10975-005 SHAFT
S58588,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,6/25/2025 0:00,3.1,TRUE,Closed,11437-002 MACHINED CASTING
S58588,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,6/25/2025 0:00,3.1,TRUE,Closed,AMT JAM NUT
S58588,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,6/25/2025 0:00,3.1,TRUE,Closed,AMT KEY
S58588,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,6/25/2025 0:00,3.1,TRUE,Closed,AMT LTL
S58589,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,7/23/2025 0:00,3.1,TRUE,Closed,10975-005 SHAFT
S58589,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,7/23/2025 0:00,3.1,TRUE,Closed,11437-002 MACHINED CASTING
S58589,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,7/23/2025 0:00,3.1,TRUE,Closed,AMT JAM NUT
S58589,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,7/23/2025 0:00,3.1,TRUE,Closed,AMT KEY
S58589,STOCK,50,ASSEMBLE-001,,0,3/11/2025 0:00,7/23/2025 0:00,3.1,TRUE,Closed,AMT LTL
S59024,STOCK,140,ASSEMBLE-001,,0,4/15/2025 0:00,6/2/2025 0:00,0,TRUE,Closed,1/40D5/8TH.050
S59024,STOCK,140,ASSEMBLE-001,,0,4/15/2025 0:00,6/2/2025 0:00,0,TRUE,Closed,1/4S.109T062
S59024,STOCK,140,ASSEMBLE-001,,0,4/15/2025 0:00,6/2/2025 0:00,0,TRUE,Closed,AL 6061 .5 X 3.5 FLAT BAR
S59024,STOCK,140,ASSEMBLE-001,,0,4/15/2025 0:00,6/2/2025 0:00,0,TRUE,Closed,P304SS-01
S59024,STOCK,140,ASSEMBLE-001,,0,4/15/2025 0:00,6/2/2025 0:00,0,TRUE,Closed,S-10704
S59024,STOCK,140,ASSEMBLE-001,,0,4/15/2025 0:00,6/2/2025 0:00,0,TRUE,Closed,SM14
S59368,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,6/18/2025 0:00,3.01,TRUE,Closed,11437-002 MACHINED CASTING
S59368,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,6/18/2025 0:00,3.01,TRUE,Closed,14753-005 DRIVE SHAFT
S59368,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,6/18/2025 0:00,3.01,TRUE,Closed,AMT JAM NUT
S59368,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,6/18/2025 0:00,3.01,TRUE,Closed,AMT KEY
S59368,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,6/18/2025 0:00,3.01,TRUE,Closed,AMT LTL
S59368,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,6/18/2025 0:00,3.01,TRUE,Closed,RED MESH NETTING
S59369,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,7/16/2025 0:00,3.01,TRUE,Closed,11437-002 MACHINED CASTING
S59369,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,7/16/2025 0:00,3.01,TRUE,Closed,14753-005 DRIVE SHAFT
S59369,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,7/16/2025 0:00,3.01,TRUE,Closed,AMT JAM NUT
S59369,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,7/16/2025 0:00,3.01,TRUE,Closed,AMT KEY
S59369,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,7/16/2025 0:00,3.01,TRUE,Closed,AMT LTL
S59369,STOCK,50,ASSEMBLE-001,,0,5/14/2025 0:00,7/16/2025 0:00,3.01,TRUE,Closed,RED MESH NETTING
S59650,STOCK,50,ASSEMBLE-001,,0,6/10/2025 0:00,7/8/2025 0:00,3.1,TRUE,Closed,10975-005 SHAFT
S59650,STOCK,50,ASSEMBLE-001,,0,6/10/2025 0:00,7/8/2025 0:00,3.1,TRUE,Closed,11437-002 MACHINED CASTING
S59650,STOCK,50,ASSEMBLE-001,,0,6/10/2025 0:00,7/8/2025 0:00,3.1,TRUE,Closed,AMT JAM NUT
S59650,STOCK,50,ASSEMBLE-001,,0,6/10/2025 0:00,7/8/2025 0:00,3.1,TRUE,Closed,AMT KEY
S59650,STOCK,50,ASSEMBLE-001,,0,6/10/2025 0:00,7/8/2025 0:00,3.1,TRUE,Closed,AMT LTL
59083,VERMEER,8,BARRETT PL,BARRETT PL,14,4/21/2025 0:00,6/10/2025 0:00,0,,Closed,"CRS 1018 RND .625 X 144"""
59084,VERMEER,26,BARRETT PL,BARRETT PL,14,4/21/2025 0:00,7/24/2025 0:00,0,,Closed,CRS 1018 FLAT .75 X 1 X 12FT
59301,VERMEER,20,BARRETT PL,BARRETT PL,14,5/7/2025 0:00,7/21/2025 0:00,0,,Closed,CRS 1018 FLAT .75 X 1 X 12FT
59654,VERMEER,4,BARRETT PL,BARRETT PL,14,6/10/2025 0:00,8/1/2025 0:00,0,,Active,"CRS 1018 RND .625 X 144"""
59842,VERMEER,25,BARRETT PL,BARRETT PL,10,6/30/2025 0:00,8/12/2025 0:00,0,,Active,CRS 1045 RND 1.5 X 144
59914,VERMEER,25,BARRETT PL,BARRETT PL,10,7/7/2025 0:00,7/30/2025 0:00,0,,Closed,"HR A572 G50 PLATE .5""THK 48X96"
S60116,STOCK,13,BARRETT PL,BARRETT PL,14,7/30/2025 0:00,8/20/2025 0:00,0,,Active,"CRS 1018 RND .625 X 144"""
58725,MAREL POUL,3,BENDING-001,,0,3/20/2025 0:00,7/21/2025 0:00,0.65,TRUE,Closed,SS 304L PLATE .25  48 X 96
58858,MAREL POUL,1,BENDING-001,,0,4/2/2025 0:00,7/1/2025 0:00,0.28,TRUE,Closed,SS 304L SHT .105 (12GA) 48X96
59133,VERMEER,4,BENDING-001,,0,4/28/2025 0:00,7/21/2025 0:00,0.52,TRUE,Closed,CF 1018 RND .25 X 144
59160,MAREL POUL,20,BENDING-001,,0,4/29/2025 0:00,5/28/2025 0:00,5.5,TRUE,Closed,SS 304 SHEET .1875 X 48 X 96
59188,COLEWELL,1,BENDING-001,,0,5/5/2025 0:00,6/26/2025 0:00,0.3,TRUE,Closed,HR SHEET 12 GA 48 X 96
59189,COLEWELL,1,BENDING-001,,0,5/5/2025 0:00,6/26/2025 0:00,0.3,TRUE,Closed,HR 1010 SHEET .1875 48X96
59227,COLEWELL,1,BENDING-001,,0,5/5/2025 0:00,6/26/2025 0:00,0.3,TRUE,Closed,HR 1010 SHEET 11GA 48 X 96
59237,COLEWELL,1,BENDING-001,,0,5/5/2025 0:00,6/26/2025 0:00,0.75,TRUE,Closed,HR 1010 SHEET 11GA 48 X 96
59238,COLEWELL,1,BENDING-001,,0,5/5/2025 0:00,6/26/2025 0:00,0.58,TRUE,Closed,A36 STEEL PLATE .25 48 X 96
59314,MAREL POUL,3,BENDING-001,,0,5/7/2025 0:00,6/4/2025 0:00,0.5,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59487,MAREL POUL,1,BENDING-001,,0,5/27/2025 0:00,6/20/2025 0:00,0.28,TRUE,Closed,SS 304L SHT .105 (12GA) 48X96
59526,MAREL POUL,1,BENDING-001,,0,6/2/2025 0:00,6/30/2025 0:00,0.32,TRUE,Closed,SS 304L PLATE 16 GA  48 X 96
59561,MAREL POUL,2,BENDING-001,,0,6/5/2025 0:00,7/7/2025 0:00,0.67,TRUE,Closed,SS 304 SHEET 14 GA 48 X 96
59591,COLEWELL,1,BENDING-001,,0,6/6/2025 0:00,7/18/2025 0:00,0.3,TRUE,Closed,HR 1010 SHEET .1875 48X96
59592,COLEWELL,1,BENDING-001,,0,6/6/2025 0:00,7/18/2025 0:00,0.33,TRUE,Closed,HR SHEET 12 GA 48 X 96
59606,COLEWELL,1,BENDING-001,,0,6/6/2025 0:00,7/18/2025 0:00,0.3,TRUE,Closed,HR 1010 SHEET 11GA 48 X 96
59628,COLEWELL,1,BENDING-001,,0,6/9/2025 0:00,7/18/2025 0:00,0.6,TRUE,Closed,STL HR SHT .134 X 48 X 96
59629,COLEWELL,1,BENDING-001,,0,6/9/2025 0:00,7/18/2025 0:00,0.58,TRUE,Closed,A36 STEEL PLATE .25 48 X 96
59638,MAREL POUL,1,BENDING-001,,0,6/9/2025 0:00,7/7/2025 0:00,0.57,TRUE,Closed,SS 304L PLATE .25  48 X 96
59673,MAREL POUL,1,BENDING-001,,0,6/11/2025 0:00,7/9/2025 0:00,0.53,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59784,MAREL POUL,14,BENDING-001,,0,6/23/2025 0:00,7/23/2025 0:00,4,TRUE,Closed,SS 304 SHEET .1875 X 48 X 96
59787,MAREL POUL,1,BENDING-001,,0,6/23/2025 0:00,7/18/2025 0:00,0.57,TRUE,Closed,SS 304L PLATE .25  48 X 96
59795,MAREL POUL,1,BENDING-001,,0,6/24/2025 0:00,7/21/2025 0:00,1.42,TRUE,Closed,SS 304L PLATE 16 GA  48 X 96
59823,MAREL POUL,21,BENDING-001,,0,6/26/2025 0:00,7/31/2025 0:00,3.3,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59846,NCS INC,2,BENDING-001,,0,6/30/2025 0:00,7/3/2025 0:00,0.6,TRUE,Closed,A36 STEEL PLATE .25 48 X 96
59880,MAREL POUL,14,BENDING-001,,0,7/7/2025 0:00,8/6/2025 0:00,0.95,TRUE,Active,SS 304L PLATE 16 GA  48 X 96
58440,MAREL POUL,2,BLAST-001,,0,2/26/2025 0:00,6/30/2025 0:00,0.17,TRUE,Closed,CUSTOMER PROVIDED
58518,MAREL POUL,2,BLAST-001,,0,3/6/2025 0:00,6/30/2025 0:00,0.17,TRUE,Closed,CUSTOMER PROVIDED
58656,MAREL POUL,2,BLAST-001,,0,3/17/2025 0:00,6/30/2025 0:00,0.17,TRUE,Closed,CUSTOMER PROVIDED
58725,MAREL POUL,3,BLAST-001,,0,3/20/2025 0:00,7/21/2025 0:00,0.25,TRUE,Closed,SS 304L PLATE .25  48 X 96
58857,MAREL POUL,4,BLAST-001,,0,4/2/2025 0:00,7/10/2025 0:00,0.2,TRUE,Closed,9083K21
58857,MAREL POUL,4,BLAST-001,,0,4/2/2025 0:00,7/10/2025 0:00,0.2,TRUE,Closed,9825498
58858,MAREL POUL,1,BLAST-001,,0,4/2/2025 0:00,7/1/2025 0:00,0.08,TRUE,Closed,SS 304L SHT .105 (12GA) 48X96
58898,MAREL POUL,4,BLAST-001,,0,4/7/2025 0:00,5/13/2025 0:00,0.33,TRUE,Closed,CUSTOMER PROVIDED
59048,MAREL POUL,2,BLAST-001,,0,4/17/2025 0:00,7/24/2025 0:00,0.17,TRUE,Closed,CUSTOMER PROVIDED
59081,MAREL POUL,5,BLAST-001,,0,4/21/2025 0:00,7/10/2025 0:00,0.25,TRUE,Closed,9083K21
59116,MAREL POUL,12,BLAST-001,,0,4/24/2025 0:00,5/23/2025 0:00,0.4,TRUE,Closed,"SS 304L SHT .75 X 29 X 60"""
59124,MAREL POUL,2,BLAST-001,,0,4/28/2025 0:00,7/31/2025 0:00,0.17,TRUE,Closed,CUSTOMER PROVIDED
59148,MAREL POUL,10,BLAST-001,,0,4/29/2025 0:00,5/27/2025 0:00,0.33,TRUE,Closed,SS 304L BRG STK RND 16MM X 144
59241,MAREL POUL,10,BLAST-001,,0,5/5/2025 0:00,6/16/2025 0:00,0.33,TRUE,Closed,SS 304L BRG STK RND 16MM X 144
59278,MAREL POUL,10,BLAST-001,,0,5/6/2025 0:00,6/2/2025 0:00,1.2,TRUE,Closed,91585A781
59278,MAREL POUL,10,BLAST-001,,0,5/6/2025 0:00,6/2/2025 0:00,1.2,TRUE,Closed,9725396
59296,MAREL POUL,6,BLAST-001,,0,5/6/2025 0:00,6/9/2025 0:00,0.5,TRUE,Closed,"SS304 SHT 6MM X 48"" X 59"""
59297,MAREL POUL,2,BLAST-001,,0,5/6/2025 0:00,5/30/2025 0:00,0.17,TRUE,Closed,SS 304L PLATE .25  48 X 96
59314,MAREL POUL,3,BLAST-001,,0,5/7/2025 0:00,6/4/2025 0:00,0.2,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59322,MAREL POUL,8,BLAST-001,,0,5/8/2025 0:00,6/16/2025 0:00,0.67,TRUE,Closed,"SS304 SHT 6MM X 48"" X 59"""
59345,MAREL POUL,6,BLAST-001,,0,5/12/2025 0:00,6/16/2025 0:00,0.5,TRUE,Closed,CUSTOMER PROVIDED
59451,MAREL POUL,4,BLAST-001,,0,5/20/2025 0:00,6/16/2025 0:00,0.37,TRUE,Closed,9705782
59452,MAREL POUL,4,BLAST-001,,0,5/20/2025 0:00,6/17/2025 0:00,0.33,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59472,MAREL POUL,10,BLAST-001,,0,5/21/2025 0:00,6/30/2025 0:00,2.5,TRUE,Closed,93635A524
59487,MAREL POUL,1,BLAST-001,,0,5/27/2025 0:00,6/20/2025 0:00,0.08,TRUE,Closed,SS 304L SHT .105 (12GA) 48X96
59491,MAREL POUL,1,BLAST-001,,0,5/27/2025 0:00,6/17/2025 0:00,0.1,TRUE,Closed,SS 304 FLAT BAR 2.5 SQ X 12FT
59526,MAREL POUL,1,BLAST-001,,0,6/2/2025 0:00,6/30/2025 0:00,0.08,TRUE,Closed,SS 304L PLATE 16 GA  48 X 96
59550,MAREL POUL,14,BLAST-001,,0,6/4/2025 0:00,7/2/2025 0:00,1.03,TRUE,Closed,9705782
59631,MAREL POUL,12,BLAST-001,,0,6/9/2025 0:00,7/18/2025 0:00,1,TRUE,Closed,SS 304L PLATE .25  48 X 96
59673,MAREL POUL,1,BLAST-001,,0,6/11/2025 0:00,7/9/2025 0:00,0.05,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59674,MAREL POUL,5,BLAST-001,,0,6/11/2025 0:00,7/8/2025 0:00,0.83,TRUE,Closed,9838612
59719,MAREL POUL,2,BLAST-001,,0,6/16/2025 0:00,6/24/2025 0:00,0.17,TRUE,Closed,SS 304L PLATE .25  48 X 96
59770,MAREL POUL,1,BLAST-001,,0,6/20/2025 0:00,7/17/2025 0:00,0.05,TRUE,Closed,SS 304 SHEET 11GA 48 X 96
59795,MAREL POUL,1,BLAST-001,,0,6/24/2025 0:00,7/21/2025 0:00,0.17,TRUE,Closed,SS 304L PLATE 16 GA  48 X 96
59817,MAREL POUL,12,BLAST-001,,0,6/26/2025 0:00,8/5/2025 0:00,1,TRUE,Closed,SS 304L PLATE .25  48 X 96
59823,MAREL POUL,21,BLAST-001,,0,6/26/2025 0:00,7/31/2025 0:00,1.75,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59826,MAREL POUL,6,BLAST-001,,0,6/26/2025 0:00,7/31/2025 0:00,0.5,TRUE,Closed,SS 304L PLATE .25  48 X 96
59839,MAREL POUL,2,BLAST-001,,0,6/30/2025 0:00,7/25/2025 0:00,0.17,TRUE,Closed,SS 304L SHT .160 (8GA) 48X96
59856,MAREL POUL,2,BLAST-001,,0,7/2/2025 0:00,8/1/2025 0:00,0.13,TRUE,Closed,SS 304 SHEET 11GA 48 X 96
59905,MAREL POUL,2,BLAST-001,,0,7/7/2025 0:00,7/28/2025 0:00,0.07,TRUE,Closed,"SS 304 SHT 10 MM X 48"" X 59"""
59933,MAREL POUL,50,BLAST-001,,0,7/9/2025 0:00,7/28/2025 0:00,4.27,TRUE,Active,CUSTOMER PROVIDED
59958,MAREL POUL,5,BLAST-001,,0,7/10/2025 0:00,8/4/2025 0:00,0.25,TRUE,Active,"SS316 FLT .75""X1.5""X 72"""
58583,MAREL POUL,40,BROACH-001,,0,3/11/2025 0:00,6/30/2025 0:00,1.62,TRUE,Closed,SS 303 RND 1.5  12FT
59723,CDS PLASTI,50,BROACH-001,,0,6/16/2025 0:00,8/1/2025 0:00,2.6,TRUE,Active,CUSTOMER PROVIDED
59781,MAREL POUL,40,BROACH-001,,0,6/23/2025 0:00,7/23/2025 0:00,1.62,TRUE,Closed,SS 303 RND 1.5  12FT
59187,COLEWELL,1,CO-OP PLAT,CO-OP PLAT,5,5/5/2025 0:00,6/26/2025 0:00,0,,Closed,CRS 1018 RND .5 X 12FT
